id,dateAdded,dateUpdated,name,asins,brand,categories,primaryCategories,imageURLs,keys,manufacturer,manufacturerNumber,reviews.date,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,reviews.id,reviews.numHelpful,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.username
AVphPmHuilAPnD_x3E5h,2016-03-31T21:08:24Z,2019-03-12T04:21:17Z,"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers",B00IOY8XWQ,Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Amazon Book Reader,Computers & Tablets",Electronics,"https://images-na.ssl-images-amazon.com/images/I/516rQPAm4FL.jpg,https://www.barcodable.com/images/barcode/0848719040104.png","amazon/b00ioy8xwq,848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/b00ioy8xwq,0848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/321689278417,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/9302088,amazon/53002680,amazonkindlevoyage64gbblack/9302088",Amazon,53-002680,2017-06-21T00:00:00.000Z,"2017-07-07T00:00:00Z,2018-05-28T00:00:00Z,2017-08-02T00:00:00Z,2017-08-31T00:00:00Z",,TRUE,,0,5,"https://reviews.bestbuy.com/3545/9302088/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D7,http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D2,http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded",I bought this so i can save all of my books. It was a bit small at first but you get used to it. Overall i am very satistfy,"A bit small, but very useful!!",Goldfish
AVphPmHuilAPnD_x3E5h,2016-03-31T21:08:24Z,2019-03-12T04:21:17Z,"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers",B00IOY8XWQ,Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Amazon Book Reader,Computers & Tablets",Electronics,"https://images-na.ssl-images-amazon.com/images/I/516rQPAm4FL.jpg,https://www.barcodable.com/images/barcode/0848719040104.png","amazon/b00ioy8xwq,848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/b00ioy8xwq,0848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/321689278417,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/9302088,amazon/53002680,amazonkindlevoyage64gbblack/9302088",Amazon,53-002680,2015-08-05T00:00:00.000Z,"2017-07-07T00:00:00Z,2018-05-28T00:00:00Z,2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-05-10T00:00:00Z,2017-08-02T00:00:00Z,2017-08-31T00:00:00Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D43,http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D44,http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D41",I bought this as a gift. I think it is pretty decent both quality and design.,a decent gift,Zigpig
AVphPmHuilAPnD_x3E5h,2016-03-31T21:08:24Z,2019-03-12T04:21:17Z,"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers",B00IOY8XWQ,Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Amazon Book Reader,Computers & Tablets",Electronics,"https://images-na.ssl-images-amazon.com/images/I/516rQPAm4FL.jpg,https://www.barcodable.com/images/barcode/0848719040104.png","amazon/b00ioy8xwq,848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/b00ioy8xwq,0848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/321689278417,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/9302088,amazon/53002680,amazonkindlevoyage64gbblack/9302088",Amazon,53-002680,2015-11-08T00:00:00.000Z,"2017-07-07T00:00:00Z,2018-05-28T00:00:00Z,2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-05-10T00:00:00Z,2017-08-02T00:00:00Z,2017-08-31T00:00:00Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D34,https://reviews.bestbuy.com/3545/9302088/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D41","This is a great e-reader, perhaps a little pricey but well worth the money. It is extremely light and the e-ink is very readable.",A great e-reader,david
AVphPmHuilAPnD_x3E5h,2016-03-31T21:08:24Z,2019-03-12T04:21:17Z,"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers",B00IOY8XWQ,Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Amazon Book Reader,Computers & Tablets",Electronics,"https://images-na.ssl-images-amazon.com/images/I/516rQPAm4FL.jpg,https://www.barcodable.com/images/barcode/0848719040104.png","amazon/b00ioy8xwq,848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/b00ioy8xwq,0848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/321689278417,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/9302088,amazon/53002680,amazonkindlevoyage64gbblack/9302088",Amazon,53-002680,2015-07-03T00:00:00.000Z,"2017-07-07T00:00:00Z,2018-05-28T00:00:00Z,2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-05-10T00:00:00Z,2017-08-02T00:00:00Z,2017-08-31T00:00:00Z",,TRUE,,0,5,http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D48,"I have owned several Kindles over the years, and this one is the best yet. The contrast and clarity is improved over the already-good Paperwhite 2. I like the page turn ""buttons"" on the bezel as well.",A great Kindle,Jimbo
AVphPmHuilAPnD_x3E5h,2016-03-31T21:08:24Z,2019-03-12T04:21:17Z,"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers",B00IOY8XWQ,Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Amazon Book Reader,Computers & Tablets",Electronics,"https://images-na.ssl-images-amazon.com/images/I/516rQPAm4FL.jpg,https://www.barcodable.com/images/barcode/0848719040104.png","amazon/b00ioy8xwq,848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/b00ioy8xwq,0848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/321689278417,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/9302088,amazon/53002680,amazonkindlevoyage64gbblack/9302088",Amazon,53-002680,2015-05-15T00:00:00.000Z,"2017-07-07T00:00:00Z,2018-05-28T00:00:00Z,2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-05-10T00:00:00Z,2017-08-02T00:00:00Z,2017-08-31T00:00:00Z",,TRUE,,3,5,"http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D52,http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D53,http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D50,https://reviews.bestbuy.com/3545/9302088/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D57,http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D49","Nothing will replace the joy of flipping through the pages of a book, but living in a studio apartment with my girlfriend, I simply don't have the space for all the books I'd like to own on top of the ones I have now.I got this for my girlfriend because she has difficulty reading on my iPad Air. She has no difficulty using her Kindle Voyage, and she thoroughly enjoys it.I'm actually thinking of getting one for myself farther down the line.",A great space saver for book lovers,SillyGoober
AVphPmHuilAPnD_x3E5h,2016-03-31T21:08:24Z,2019-03-12T04:21:17Z,"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers",B00IOY8XWQ,Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Amazon Book Reader,Computers & Tablets",Electronics,"https://images-na.ssl-images-amazon.com/images/I/516rQPAm4FL.jpg,https://www.barcodable.com/images/barcode/0848719040104.png","amazon/b00ioy8xwq,848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/b00ioy8xwq,0848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/321689278417,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/9302088,amazon/53002680,amazonkindlevoyage64gbblack/9302088",Amazon,53-002680,2015-02-05T00:00:00.000Z,"2017-07-07T00:00:00Z,2018-05-28T00:00:00Z,2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-05-10T00:00:00Z,2017-08-02T00:00:00Z,2017-08-31T00:00:00Z,2017-03-31T00:00:00Z",,TRUE,,3,4,"https://reviews.bestbuy.com/3545/9302088/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D66,http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D61,http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D62,http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D58","Light weight, easy to use, love the lighted background. I am unable to make it stay on page count it keeps going back to hours left to read. But other then that a great ereader.",A must have,KAH123
AVphPmHuilAPnD_x3E5h,2016-03-31T21:08:24Z,2019-03-12T04:21:17Z,"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers",B00IOY8XWQ,Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Amazon Book Reader,Computers & Tablets",Electronics,"https://images-na.ssl-images-amazon.com/images/I/516rQPAm4FL.jpg,https://www.barcodable.com/images/barcode/0848719040104.png","amazon/b00ioy8xwq,848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/b00ioy8xwq,0848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/321689278417,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/9302088,amazon/53002680,amazonkindlevoyage64gbblack/9302088",Amazon,53-002680,2015-06-03T00:00:00.000Z,"2017-07-07T00:00:00Z,2018-05-28T00:00:00Z,2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-05-10T00:00:00Z,2017-08-02T00:00:00Z,2017-08-31T00:00:00Z",,TRUE,,0,5,"https://reviews.bestbuy.com/3545/9302088/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D56,http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D51,http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D48","The Amazon Kindle Voyage is the absolute e-reader to end all e-readers. Light, amazing screen, and stylish, minimal design. If you want an e-reader, definitely buy this one!",A perfect e-Reader,Shin
AVphPmHuilAPnD_x3E5h,2016-03-31T21:08:24Z,2019-03-12T04:21:17Z,"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers",B00IOY8XWQ,Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Amazon Book Reader,Computers & Tablets",Electronics,"https://images-na.ssl-images-amazon.com/images/I/516rQPAm4FL.jpg,https://www.barcodable.com/images/barcode/0848719040104.png","amazon/b00ioy8xwq,848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/b00ioy8xwq,0848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/321689278417,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/9302088,amazon/53002680,amazonkindlevoyage64gbblack/9302088",Amazon,53-002680,2016-06-03T00:00:00.000Z,"2017-07-07T00:00:00Z,2018-05-28T00:00:00Z,2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-05-10T00:00:00Z,2017-08-02T00:00:00Z,2017-08-31T00:00:00Z",,TRUE,,0,4,http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D21,I have been very pleased with my Voyage. It operates as advertised and has been a pleasure to use. Very well pleased with battery life.,A pleasure to use.,Arney
AVphPmHuilAPnD_x3E5h,2016-03-31T21:08:24Z,2019-03-12T04:21:17Z,"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers",B00IOY8XWQ,Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Amazon Book Reader,Computers & Tablets",Electronics,"https://images-na.ssl-images-amazon.com/images/I/516rQPAm4FL.jpg,https://www.barcodable.com/images/barcode/0848719040104.png","amazon/b00ioy8xwq,848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/b00ioy8xwq,0848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/321689278417,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/9302088,amazon/53002680,amazonkindlevoyage64gbblack/9302088",Amazon,53-002680,2014-11-07T00:00:00.000Z,"2017-07-07T00:00:00Z,2018-05-28T00:00:00Z,2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-05-10T00:00:00Z,2017-08-02T00:00:00Z,2017-08-31T00:00:00Z,2017-03-31T00:00:00Z",,TRUE,,3,5,"https://reviews.bestbuy.com/3545/9302088/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D73,http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D68",We had previously owned Kindle paperwhite version 1 and this is a substantial improvement. The new screen is much brighter and the response is quicker .,A worthy successor to the Kindle paperwhite,Wonderfrog
AVphPmHuilAPnD_x3E5h,2016-03-31T21:08:24Z,2019-03-12T04:21:17Z,"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers",B00IOY8XWQ,Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Amazon Book Reader,Computers & Tablets",Electronics,"https://images-na.ssl-images-amazon.com/images/I/516rQPAm4FL.jpg,https://www.barcodable.com/images/barcode/0848719040104.png","amazon/b00ioy8xwq,848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/b00ioy8xwq,0848719040104,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/321689278417,kindlevoyageereader6highresolutiondisplay300ppiwithadaptivebuiltinlightpagepresssensorswifiincludesspecialoffers/9302088,amazon/53002680,amazonkindlevoyage64gbblack/9302088",Amazon,53-002680,2015-08-07T00:00:00.000Z,"2017-07-07T00:00:00Z,2018-05-28T00:00:00Z,2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-05-10T00:00:00Z,2017-08-02T00:00:00Z,2017-08-31T00:00:00Z",,TRUE,,1,5,http://reviews.bestbuy.com/3545/9302088/reviews.htm%25252525253Fformat%25252525253Dembedded%252525252526page%25252525253D41,"Absolutely love this new Kindle! Light, sharp, glass touchscreen and adaptive front light. Very easy to use and read!",Absolutely love it!,theLady
